order_id,processed_at,product_id,variant_id,quantity,price,fulfillment_status,discount_amount,item_spend,fulfillment_status,order_revenue,vendor
3862262907030,2021-05-26,5512063680662,35358835769494,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,Q
3861880406166,2021-05-25,5255023820950,34501150605462,1,5.0,fulfilled,0.0,5.0,fulfilled,5.0,F
3861651030166,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,J
3861648343190,2021-05-25,5913009717398,37048900157590,1,24.99,,2.5,22.49,,54.87,Q
3861648343190,2021-05-25,5913012043926,37048905498774,1,9.99,,1.0,8.99,,54.87,Q
3861648343190,2021-05-25,5913008046230,37048896356502,1,14.99,,1.5,13.49,,54.87,Q
3861648343190,2021-05-25,5959352451222,37186555740310,1,10.99,fulfilled,1.09,9.9,fulfilled,54.87,Q
3861534245014,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,Z
3861521825942,2021-05-25,5254983811222,34734606876822,1,29.0,,0.0,29.0,,54.0,A
3861521825942,2021-05-25,5262956724374,34520807800982,1,25.0,,0.0,25.0,,54.0,A
3861415821462,2021-05-25,5912960041110,37048730943638,1,10.99,fulfilled,1.1,9.89,fulfilled,19.79,B
3861415821462,2021-05-25,5913005490326,37048887214230,1,10.99,fulfilled,1.09,9.9,fulfilled,19.79,B
3861313683606,2021-05-25,5959364903062,37186587394198,1,10.99,fulfilled,0.0,10.99,fulfilled,71.95,O
3861313683606,2021-05-25,5912960041110,37048730910870,1,10.99,,0.0,10.99,,71.95,O
3861313683606,2021-05-25,5912966463638,37048772952214,1,9.99,,0.0,9.99,,71.95,O
3861313683606,2021-05-25,5912965513366,37048768561302,1,14.99,,0.0,14.99,,71.95,O
3861313683606,2021-05-25,5912962597014,37048751751318,1,24.99,,0.0,24.99,,71.95,O
3861264171158,2021-05-25,5908757807254,37032555774102,1,12.99,fulfilled,0.0,12.99,fulfilled,62.97,B
3861264171158,2021-05-25,6758684033174,39834968785046,1,24.99,fulfilled,0.0,24.99,fulfilled,62.97,B
3861264171158,2021-05-25,6758684033174,39834968752278,1,24.99,fulfilled,0.0,24.99,fulfilled,62.97,B
3861221376150,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,13.98,S
3861221376150,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,13.98,S
3861107966102,2021-05-25,5995942805654,37305653723286,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,L
3861068120214,2021-05-25,6760785346710,39839507447958,1,12.99,,0.0,12.99,,85.94999999999999,J
3861068120214,2021-05-25,6778578927766,39876494753942,1,4.99,,0.0,4.99,,85.94999999999999,J
3861068120214,2021-05-25,5912965513366,37048768561302,1,14.99,,0.0,14.99,,85.94999999999999,J
3861068120214,2021-05-25,5912962597014,37048751784086,1,24.99,,0.0,24.99,,85.94999999999999,J
3861068120214,2021-05-25,5255026770070,35189963620502,1,21.0,,0.0,21.0,,85.94999999999999,J
3861068120214,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,85.94999999999999,J
3861067333782,2021-05-25,6674942361750,39639898554518,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,Z
3861064482966,2021-05-25,6674957140118,39639928504470,2,24.99,fulfilled,4.99,44.99,fulfilled,44.99,S
3860871250070,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,L
3860854898838,2021-05-25,6110842650774,37662692737174,1,9.99,fulfilled,0.0,9.99,fulfilled,34.98,L
3860854898838,2021-05-25,5512056766614,35358810964118,1,24.99,fulfilled,0.0,24.99,fulfilled,34.98,L
3860773929110,2021-05-25,5995942805654,37689964429462,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,W
3860735164566,2021-05-25,6760785346710,39839507447958,1,12.99,fulfilled,1.29,11.7,fulfilled,11.7,R
3860733788310,2021-05-25,5359144140950,34817981612182,1,17.49,,0.0,17.49,,29.479999999999997,V
3860733788310,2021-05-25,5255023591574,34501150310550,1,5.0,,0.0,5.0,,29.479999999999997,V
3860733788310,2021-05-25,5255014023318,34749194272918,1,6.99,,0.0,6.99,,29.479999999999997,V
3860682965142,2021-05-25,5913009717398,37048900157590,1,24.99,fulfilled,2.5,22.49,fulfilled,44.989999999999995,D
3860682965142,2021-05-25,6758684033174,39834968719510,1,24.99,fulfilled,2.49,22.5,fulfilled,44.989999999999995,D
3860627685526,2021-05-25,5255014023318,34749194272918,2,6.99,,0.0,13.98,,13.98,F
3860553367702,2021-05-25,6758684033174,39834968719510,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,F
3860482818198,2021-05-25,6674807357590,39639629103254,1,14.99,fulfilled,1.5,13.49,fulfilled,49.48,T
3860482818198,2021-05-25,6674957140118,39639928471702,1,24.99,fulfilled,2.5,22.49,fulfilled,49.48,T
3860482818198,2021-05-25,6674968379542,39639952294038,1,14.99,fulfilled,1.49,13.5,fulfilled,49.48,T
3860323795094,2021-05-25,5511963934870,35358344118422,1,14.99,fulfilled,1.5,13.49,fulfilled,35.99,L
3860323795094,2021-05-25,5511961772182,35358334288022,1,24.99,fulfilled,2.49,22.5,fulfilled,35.99,L
3860245512342,2021-05-25,6674957140118,39639928406166,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,L
3859788464278,2021-05-25,5913005490326,37048887214230,2,10.99,fulfilled,2.2,19.78,fulfilled,64.75,R
3859788464278,2021-05-25,5913012043926,37048905498774,2,9.99,fulfilled,2.0,17.98,fulfilled,64.75,R
3859788464278,2021-05-25,5913008046230,37048896356502,2,14.99,fulfilled,2.99,26.99,fulfilled,64.75,R
3859505807510,2021-05-24,6674824822934,39639664361622,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,6110842650774,37662692737174,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,6110848385174,37662729142422,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,6675027755158,39640104698006,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,6674981781654,39639984701590,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,5913012043926,37048905498774,1,9.99,,3.99,6.0,,760.6900000000002,S
3859505807510,2021-05-24,5913008046230,37048896356502,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,5913009717398,37048900190358,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5410487271574,35189967323286,4,30.0,,0.0,120.0,,760.6900000000002,S
3859505807510,2021-05-24,5410483929238,35189967519894,4,30.0,,0.0,120.0,,760.6900000000002,S
3859505807510,2021-05-24,5512056766614,35358811029654,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512056766614,35358810996886,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512056766614,35358810964118,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512056766614,35358810898582,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512063680662,35358835605654,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512063680662,35358835769494,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512063680662,35358835703958,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5512063680662,35358835638422,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5913005490326,37048887214230,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,5913012043926,37048905498774,1,9.99,,3.99,6.0,,760.6900000000002,S
3859505807510,2021-05-24,5913008046230,37048896356502,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,5913009717398,37048900255894,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,5913005490326,37048887181462,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6674779340950,39639533125782,2,10.99,,8.79,13.19,,760.6900000000002,S
3859505807510,2021-05-24,6674963398806,39639941316758,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6674942361750,39639898521750,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,6675031425174,39640112988310,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,6674963398806,39639941283990,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6674942361750,39639898488982,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,6675031425174,39640112988310,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,6674972082326,39639960584342,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6674957140118,39639928471702,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,6674968379542,39639952294038,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,6674972082326,39639960551574,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6674957140118,39639928438934,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,6674968379542,39639952294038,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,6758678823062,39834959184022,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6758688358550,39834980745366,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,6758684033174,39834968785046,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,6758678823062,39834959151254,1,10.99,,4.39,6.6,,760.6900000000002,S
3859505807510,2021-05-24,6758688358550,39834980745366,1,14.99,,5.99,9.0,,760.6900000000002,S
3859505807510,2021-05-24,6758684033174,39834968752278,1,24.99,,9.99,15.0,,760.6900000000002,S
3859505807510,2021-05-24,6758689210518,39834982056086,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,5511609581718,35356033745046,2,9.99,,7.99,11.99,,760.6900000000002,S
3859505807510,2021-05-24,6760785346710,39839507447958,6,12.99,,31.17,46.77,,760.6900000000002,S
3859473236118,2021-05-24,6758684033174,39834968752278,1,24.99,fulfilled,2.5,22.49,fulfilled,32.39,Y
3859473236118,2021-05-24,6758678823062,39834959151254,1,10.99,fulfilled,1.09,9.9,fulfilled,32.39,Y
3859364151446,2021-05-24,5255026966678,34501160370326,1,5.0,fulfilled,0.0,5.0,fulfilled,51.97,Z
3859364151446,2021-05-24,6682161545366,39659426807958,1,10.99,fulfilled,0.0,10.99,fulfilled,51.97,Z
3859364151446,2021-05-24,6674942361750,39639898456214,1,24.99,fulfilled,0.0,24.99,fulfilled,51.97,Z
3859364151446,2021-05-24,6674963398806,39639941283990,1,10.99,fulfilled,0.0,10.99,fulfilled,51.97,Z
3859229016214,2021-05-24,6778578927766,39876494753942,1,4.99,fulfilled,0.0,4.99,fulfilled,67.96,G
3859229016214,2021-05-24,5995942805654,37305653756054,1,24.99,fulfilled,0.0,24.99,fulfilled,67.96,G
3859229016214,2021-05-24,5995939430550,37305648545942,1,24.99,fulfilled,0.0,24.99,fulfilled,67.96,G
3859229016214,2021-05-24,5908757807254,37032555774102,1,12.99,fulfilled,0.0,12.99,fulfilled,67.96,G
3859224461462,2021-05-24,5254983024790,34734643642518,1,29.0,,2.9,26.1,,79.19,D
3859224461462,2021-05-24,5737602547862,37264887742614,1,2.0,,0.2,1.8,,79.19,D
3859224461462,2021-05-24,5262968586390,34520819040406,1,6.99,,0.7,6.29,,79.19,D
3859224461462,2021-05-24,5262956724374,34520807800982,1,25.0,,2.5,22.5,,79.19,D
3859224461462,2021-05-24,5512056766614,35358810964118,1,24.99,,2.49,22.5,,79.19,D
3859062816918,2021-05-24,6674824822934,39639664361622,1,9.99,fulfilled,0.99,9.0,fulfilled,9.0,E
3858914508950,2021-05-24,5912965513366,37048768561302,1,14.99,fulfilled,0.0,14.99,fulfilled,39.97,B
3858914508950,2021-05-24,5913002934422,37048881479830,1,9.99,fulfilled,0.0,9.99,fulfilled,39.97,B
3858914508950,2021-05-24,5913001590934,37048877875350,1,14.99,fulfilled,0.0,14.99,fulfilled,39.97,B
3858836783254,2021-05-24,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,R
3858784157846,2021-05-24,5512056766614,35358810996886,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,V
3858709315734,2021-05-24,5980232941718,37258814554262,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,P
3858692833430,2021-05-24,5255024672918,34501151588502,1,5.0,fulfilled,0.0,5.0,fulfilled,55.97,B
3858692833430,2021-05-24,5913009717398,37048900255894,1,24.99,fulfilled,0.0,24.99,fulfilled,55.97,B
3858692833430,2021-05-24,5913005490326,37048887181462,1,10.99,fulfilled,0.0,10.99,fulfilled,55.97,B
3858692833430,2021-05-24,5913008046230,37048896356502,1,14.99,fulfilled,0.0,14.99,fulfilled,55.97,B
3858678612118,2021-05-24,5515109138582,35373130776726,1,10.99,fulfilled,1.1,9.89,fulfilled,46.050000000000004,Q
3858678612118,2021-05-24,5255024967830,34501152637078,1,5.0,fulfilled,0.5,4.5,fulfilled,46.050000000000004,Q
3858678612118,2021-05-24,5255024869526,34501152538774,1,5.0,fulfilled,0.5,4.5,fulfilled,46.050000000000004,Q
3858678612118,2021-05-24,6778584367254,39876505600150,1,4.99,fulfilled,0.5,4.49,fulfilled,46.050000000000004,Q
3858678612118,2021-05-24,5359144140950,34817981612182,1,17.49,fulfilled,1.75,15.74,fulfilled,46.050000000000004,Q
3858678612118,2021-05-24,5344787431574,34817188200598,1,7.69,fulfilled,0.76,6.93,fulfilled,46.050000000000004,Q
3858649940118,2021-05-24,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,L
3858618417302,2021-05-24,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,I
3858508972182,2021-05-24,6674957140118,39639928438934,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,C
3858479415446,2021-05-24,5913001590934,37048877875350,1,14.99,fulfilled,0.0,14.99,fulfilled,14.99,B
3858442518678,2021-05-24,6675065110678,39640193237142,1,24.99,fulfilled,0.0,24.99,fulfilled,39.98,S
3858442518678,2021-05-24,6675065700502,39640194842774,1,14.99,fulfilled,0.0,14.99,fulfilled,39.98,S
3858386714774,2021-05-24,5255014023318,34749194272918,1,6.99,,0.7,6.29,,15.29,M
3858386714774,2021-05-24,6674824822934,39639664361622,1,9.99,,0.99,9.0,,15.29,M
3858239357078,2021-05-24,6758684033174,39834968752278,1,24.99,fulfilled,2.5,22.49,fulfilled,35.989999999999995,W
3858239357078,2021-05-24,6758688358550,39834980745366,1,14.99,fulfilled,1.49,13.5,fulfilled,35.989999999999995,W
3858200002710,2021-05-24,5255014023318,34749194272918,1,6.99,,0.0,6.99,,13.98,J
3858200002710,2021-05-24,5255014023318,34749194272918,1,6.99,,0.0,6.99,,13.98,J
3858116411542,2021-05-24,6674957140118,39639928471702,1,24.99,fulfilled,5.0,19.99,fulfilled,48.769999999999996,W
3858116411542,2021-05-24,6674972082326,39639960551574,1,10.99,fulfilled,2.2,8.79,fulfilled,48.769999999999996,W
3858116411542,2021-05-24,6674981781654,39639984701590,1,9.99,fulfilled,2.0,7.99,fulfilled,48.769999999999996,W
3858116411542,2021-05-24,6674968379542,39639952294038,1,14.99,fulfilled,2.99,12.0,fulfilled,48.769999999999996,W
3858095145110,2021-05-24,5913001590934,37048877875350,1,14.99,fulfilled,1.5,13.49,fulfilled,35.99,T
3858095145110,2021-05-24,5912996577430,37048865718422,1,24.99,fulfilled,2.49,22.5,fulfilled,35.99,T
3858073583766,2021-05-24,5511609581718,35356033745046,1,9.99,fulfilled,0.0,9.99,fulfilled,9.99,B
3857525637270,2021-05-23,5511961772182,35358334320790,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,Z
3857429168278,2021-05-23,5515732942998,35374456963222,1,10.99,fulfilled,1.1,9.89,fulfilled,23.39,D
3857429168278,2021-05-23,5511613087894,35356087582870,1,14.99,fulfilled,1.49,13.5,fulfilled,23.39,D
3857406558358,2021-05-23,6674779340950,39639533125782,1,10.99,fulfilled,0.0,10.99,fulfilled,35.97,R
3857406558358,2021-05-23,6674824822934,39639664361622,1,9.99,fulfilled,0.0,9.99,fulfilled,35.97,R
3857406558358,2021-05-23,6674807357590,39639629103254,1,14.99,fulfilled,0.0,14.99,fulfilled,35.97,R
3857289773206,2021-05-23,5511961772182,35358334320790,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,O
3857288954006,2021-05-23,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,E
3857052762262,2021-05-23,6110848385174,37662729142422,1,9.99,fulfilled,0.0,9.99,fulfilled,9.99,C
3857047617686,2021-05-23,5995942805654,37305653756054,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,Q
3857032741014,2021-05-23,6674957140118,39639928438934,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,F
3857020453014,2021-05-23,6674957140118,39639928438934,1,24.99,fulfilled,3.75,21.24,fulfilled,33.989999999999995,E
3857020453014,2021-05-23,6674968379542,39639952294038,1,14.99,fulfilled,2.24,12.75,fulfilled,33.989999999999995,E
3857002954902,2021-05-23,5913005490326,37048887214230,1,10.99,fulfilled,6.12,4.87,fulfilled,15.97,O
3857002954902,2021-05-23,5913012043926,37048905498774,1,9.99,fulfilled,5.55,4.44,fulfilled,15.97,O
3857002954902,2021-05-23,5913008046230,37048896356502,1,14.99,fulfilled,8.33,6.66,fulfilled,15.97,O
3856982016150,2021-05-23,5959352451222,37186555740310,2,10.99,fulfilled,4.4,17.58,fulfilled,46.37,F
3856982016150,2021-05-23,5913005490326,37048887181462,1,10.99,fulfilled,2.2,8.79,fulfilled,46.37,F
3856982016150,2021-05-23,5913009717398,37048900190358,1,24.99,fulfilled,4.99,20.0,fulfilled,46.37,F
3856922869910,2021-05-23,6674957140118,39639928471702,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,B
3856846651542,2021-05-23,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,R
3856821190806,2021-05-23,6778578927766,39876494753942,1,4.99,fulfilled,0.0,4.99,fulfilled,65.95,E
3856821190806,2021-05-23,5913009717398,37048900255894,1,24.99,fulfilled,0.0,24.99,fulfilled,65.95,E
3856821190806,2021-05-23,5913005490326,37048887214230,1,10.99,fulfilled,0.0,10.99,fulfilled,65.95,E
3856821190806,2021-05-23,5913012043926,37048905498774,1,9.99,fulfilled,0.0,9.99,fulfilled,65.95,E
3856821190806,2021-05-23,5913008046230,37048896356502,1,14.99,fulfilled,0.0,14.99,fulfilled,65.95,E
3856772464790,2021-05-23,6674779340950,39639533125782,1,10.99,fulfilled,0.0,10.99,fulfilled,10.99,G
3856729145494,2021-05-23,6778584367254,39876505600150,1,4.99,fulfilled,0.5,4.49,fulfilled,26.990000000000002,U
3856729145494,2021-05-23,5912996577430,37048865718422,1,24.99,fulfilled,2.49,22.5,fulfilled,26.990000000000002,U
3856693657750,2021-05-23,6778578927766,39876494753942,1,4.99,fulfilled,0.0,4.99,fulfilled,54.959999999999994,C
3856693657750,2021-05-23,5511609581718,35356033745046,1,9.99,fulfilled,0.0,9.99,fulfilled,54.959999999999994,C
3856693657750,2021-05-23,5511613087894,35356087582870,1,14.99,fulfilled,0.0,14.99,fulfilled,54.959999999999994,C
3856693657750,2021-05-23,5511613939862,35356090106006,1,24.99,fulfilled,0.0,24.99,fulfilled,54.959999999999994,C
3856526770326,2021-05-23,5255014023318,34749194272918,2,6.99,,0.0,13.98,,13.98,D
3856478175382,2021-05-23,6758684033174,39834968752278,1,24.99,fulfilled,0.0,24.99,fulfilled,54.96,F
3856478175382,2021-05-23,6778578927766,39876494753942,1,4.99,fulfilled,0.0,4.99,fulfilled,54.96,F
3856478175382,2021-05-23,6758689210518,39834982056086,1,9.99,fulfilled,0.0,9.99,fulfilled,54.96,F
3856478175382,2021-05-23,6758688358550,39834980745366,1,14.99,fulfilled,0.0,14.99,fulfilled,54.96,F
3856477880470,2021-05-23,6758678823062,39834959151254,1,10.99,fulfilled,0.0,10.99,fulfilled,10.99,D
3856456188054,2021-05-23,6674797527190,39639594729622,1,24.99,fulfilled,0.0,24.99,fulfilled,50.97,E
3856456188054,2021-05-23,6674779340950,39639533125782,1,10.99,fulfilled,0.0,10.99,fulfilled,50.97,E
3856456188054,2021-05-23,6674807357590,39639629103254,1,14.99,fulfilled,0.0,14.99,fulfilled,50.97,E
3856374988950,2021-05-23,5511609581718,35356033745046,1,9.99,fulfilled,0.0,9.99,fulfilled,9.99,G
3856041115798,2021-05-23,5254995771542,35189961621654,1,12.0,,0.0,12.0,,12.0,S
3856004874390,2021-05-23,5511613087894,35356087582870,1,14.99,fulfilled,0.0,14.99,fulfilled,14.99,I
3855978430614,2021-05-23,6674942361750,39639898488982,1,24.99,fulfilled,0.0,24.99,fulfilled,54.96,B
3855978430614,2021-05-23,5254993084566,34501011144854,1,4.99,fulfilled,0.0,4.99,fulfilled,54.96,B
3855978430614,2021-05-23,6675027755158,39640104698006,1,9.99,fulfilled,0.0,9.99,fulfilled,54.96,B
3855978430614,2021-05-23,6675031425174,39640112988310,1,14.99,fulfilled,0.0,14.99,fulfilled,54.96,B
3855957360790,2021-05-23,6117834784918,37689990676630,1,24.99,fulfilled,2.49,22.5,fulfilled,22.5,D
3855946383510,2021-05-23,5254983811222,34734606876822,1,29.0,,0.0,29.0,,65.99,P
3855946383510,2021-05-23,5737602547862,37264887742614,1,2.0,,0.0,2.0,,65.99,P
3855946383510,2021-05-23,5262937424022,34520776343702,1,10.0,,0.0,10.0,,65.99,P
3855946383510,2021-05-23,5512063680662,35358835638422,1,24.99,,0.0,24.99,,65.99,P
3855943303318,2021-05-23,5255014023318,34749194272918,1,6.99,,0.0,6.99,,6.99,H
3855876489366,2021-05-23,5515732942998,35374456963222,1,10.99,fulfilled,0.0,10.99,fulfilled,41.58,E
3855876489366,2021-05-23,6674972082326,39639960584342,1,10.99,fulfilled,1.65,9.34,fulfilled,41.58,E
3855876489366,2021-05-23,6674957140118,39639928471702,1,24.99,fulfilled,3.74,21.25,fulfilled,41.58,E
3855864791190,2021-05-23,5255023820950,34501150605462,1,5.0,fulfilled,0.0,5.0,fulfilled,5.0,C
3855852437654,2021-05-23,6675065110678,39640193138838,1,24.99,fulfilled,0.0,24.99,fulfilled,24.99,C
3855815901334,2021-05-23,5515787600022,35374597406870,1,10.99,fulfilled,1.1,9.89,fulfilled,16.82,Z
3855815901334,2021-05-23,5511600439446,35355968831638,1,7.69,fulfilled,0.76,6.93,fulfilled,16.82,Z
3855805022358,2021-05-23,6675065110678,39640193138838,1,24.99,fulfilled,3.75,21.24,fulfilled,33.989999999999995,P
3855805022358,2021-05-23,6675065700502,39640194842774,1,14.99,fulfilled,2.24,12.75,fulfilled,33.989999999999995,P
